"gebiedcode15";"peildatum";"variabele";"waarde";"toelichting";
"Zoomlevel 0 / Zuidoost";"2008";"sociale_eenzaamheid_agm";"53,8";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 0 / Totaal";"2008";"sociale_eenzaamheid_agm";"39,8";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 1 Centrum-West";"2008";"sociale_eenzaamheid_agm";"32,5";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 2 Centrum-Oost";"2008";"sociale_eenzaamheid_agm";"33,6";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 3 Westerpark";"2008";"sociale_eenzaamheid_agm";"33,3";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 4 Bos en Lommer";"2008";"sociale_eenzaamheid_agm";"44,6";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 5 Oud-West/De Baarsjes";"2008";"sociale_eenzaamheid_agm";"32,5";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 6 Geuzenveld/Slotermeer";"2008";"sociale_eenzaamheid_agm";"46";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 7 Osdorp";"2008";"sociale_eenzaamheid_agm";"47,7";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 8 De Aker/Nieuw Sloten";"2008";"sociale_eenzaamheid_agm";"41,2";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 9 Slotervaart";"2008";"sociale_eenzaamheid_agm";"45,4";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 10 Oud-Zuid";"2008";"sociale_eenzaamheid_agm";"30,6";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 11 Buitenveldert/Zuidas";"2008";"sociale_eenzaamheid_agm";"38,1";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 12 De Pijp/Rivierenbuurt";"2008";"sociale_eenzaamheid_agm";"37,7";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 13 Oud-oost";"2008";"sociale_eenzaamheid_agm";"41,1";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 14 Indische buurt/Oostelijk havengebied";"2008";"sociale_eenzaamheid_agm";"42,7";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 15 Watergraafsmeer";"2008";"sociale_eenzaamheid_agm";"32,2";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 16 IJburg/Zeeburgereiland";"2008";"sociale_eenzaamheid_agm";"-";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 17 Noord-West";"2008";"sociale_eenzaamheid_agm";"41,3";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 18 Oud-Noord";"2008";"sociale_eenzaamheid_agm";"44,4";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 19 Noord-Oost";"2008";"sociale_eenzaamheid_agm";"46,4";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 20 Bijlmer-Centrum";"2008";"sociale_eenzaamheid_agm";"-";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 21 Bijlmer-Oost";"2008";"sociale_eenzaamheid_agm";"49,4";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 1 / 22 Gaasperdam/Driemond";"2008";"sociale_eenzaamheid_agm";"50,4";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 3 / Mannen";"2008";"sociale_eenzaamheid_agm";"41,4";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 3 / Vrouwen";"2008";"sociale_eenzaamheid_agm";"38,3";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 5 / Laag (lager onderwijs)";"2008";"sociale_eenzaamheid_agm";"55,5";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 5 / Midden 1 (mavo/vmbo/mbo1)";"2008";"sociale_eenzaamheid_agm";"52,3";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 5 / Midden 2 (havo/vwo/mbo2-4)";"2008";"sociale_eenzaamheid_agm";"44,5";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 5 / Hoog (hbo/wo)";"2008";"sociale_eenzaamheid_agm";"27,9";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 8 / 19-64 jaar";"2008";"sociale_eenzaamheid_agm";"38,2";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 8 / 65 jaar of ouder";"2008";"sociale_eenzaamheid_agm";"49,5";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 9 / 19-34 jaar";"2008";"sociale_eenzaamheid_agm";"29";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 9 / 35-64 jaar";"2008";"sociale_eenzaamheid_agm";"44,3";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 9 / 65 jaar of ouder";"2008";"sociale_eenzaamheid_agm";"49,5";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 10 / 19-34 jaar";"2008";"sociale_eenzaamheid_agm";"29";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 10 / 35-49 jaar";"2008";"sociale_eenzaamheid_agm";"42,2";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 10 / 50-64 jaar";"2008";"sociale_eenzaamheid_agm";"47,2";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 10 / 65-74 jaar";"2008";"sociale_eenzaamheid_agm";"49,5";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 10 / 75 jaar of ouder";"2008";"sociale_eenzaamheid_agm";"49,5";"Percentage inwoners van 19 jaar en ouder dat sociaal eenzaam is";
"Zoomlevel 0 / Centrum";"2008";"emotionele_eenzaamheid_agm";"20,2";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 0 / West";"2008";"emotionele_eenzaamheid_agm";"28,5";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 0 / Nieuw-West";"2008";"emotionele_eenzaamheid_agm";"30,1";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 0 / Zuid";"2008";"emotionele_eenzaamheid_agm";"24,8";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 0 / Oost";"2008";"emotionele_eenzaamheid_agm";"25,4";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 0 / Noord";"2008";"emotionele_eenzaamheid_agm";"29,9";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 0 / Zuidoost";"2008";"emotionele_eenzaamheid_agm";"35,8";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 0 / Totaal";"2008";"emotionele_eenzaamheid_agm";"27,5";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 1 Centrum-West";"2008";"emotionele_eenzaamheid_agm";"19,3";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 2 Centrum-Oost";"2008";"emotionele_eenzaamheid_agm";"21";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 3 Westerpark";"2008";"emotionele_eenzaamheid_agm";"27,9";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 4 Bos en Lommer";"2008";"emotionele_eenzaamheid_agm";"35,2";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 5 Oud-West/De Baarsjes";"2008";"emotionele_eenzaamheid_agm";"26,1";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 6 Geuzenveld/Slotermeer";"2008";"emotionele_eenzaamheid_agm";"32,8";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 7 Osdorp";"2008";"emotionele_eenzaamheid_agm";"35,1";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 8 De Aker/Nieuw Sloten";"2008";"emotionele_eenzaamheid_agm";"24";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 9 Slotervaart";"2008";"emotionele_eenzaamheid_agm";"27,2";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 10 Oud-Zuid";"2008";"emotionele_eenzaamheid_agm";"21,2";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 11 Buitenveldert/Zuidas";"2008";"emotionele_eenzaamheid_agm";"24,8";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 12 De Pijp/Rivierenbuurt";"2008";"emotionele_eenzaamheid_agm";"28,3";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 13 Oud-oost";"2008";"emotionele_eenzaamheid_agm";"29,7";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 14 Indische buurt/Oostelijk havengebied";"2008";"emotionele_eenzaamheid_agm";"25,4";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 15 Watergraafsmeer";"2008";"emotionele_eenzaamheid_agm";"22,8";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 16 IJburg/Zeeburgereiland";"2008";"emotionele_eenzaamheid_agm";"-";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 17 Noord-West";"2008";"emotionele_eenzaamheid_agm";"34,6";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 18 Oud-Noord";"2008";"emotionele_eenzaamheid_agm";"28,4";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 19 Noord-Oost";"2008";"emotionele_eenzaamheid_agm";"27,1";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 20 Bijlmer-Centrum";"2008";"emotionele_eenzaamheid_agm";"-";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 21 Bijlmer-Oost";"2008";"emotionele_eenzaamheid_agm";"36,9";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 1 / 22 Gaasperdam/Driemond";"2008";"emotionele_eenzaamheid_agm";"37,6";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 3 / Mannen";"2008";"emotionele_eenzaamheid_agm";"26,9";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 3 / Vrouwen";"2008";"emotionele_eenzaamheid_agm";"28";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 5 / Laag (lager onderwijs)";"2008";"emotionele_eenzaamheid_agm";"46,6";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 5 / Midden 1 (mavo/vmbo/mbo1)";"2008";"emotionele_eenzaamheid_agm";"34,9";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 5 / Midden 2 (havo/vwo/mbo2-4)";"2008";"emotionele_eenzaamheid_agm";"29";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 5 / Hoog (hbo/wo)";"2008";"emotionele_eenzaamheid_agm";"19,2";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 8 / 19-64 jaar";"2008";"emotionele_eenzaamheid_agm";"26,3";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 8 / 65 jaar of ouder";"2008";"emotionele_eenzaamheid_agm";"34,7";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 9 / 19-34 jaar";"2008";"emotionele_eenzaamheid_agm";"24,7";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 9 / 35-64 jaar";"2008";"emotionele_eenzaamheid_agm";"27,5";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 9 / 65 jaar of ouder";"2008";"emotionele_eenzaamheid_agm";"34,7";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 10 / 19-34 jaar";"2008";"emotionele_eenzaamheid_agm";"24,7";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 10 / 35-49 jaar";"2008";"emotionele_eenzaamheid_agm";"26,7";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 10 / 50-64 jaar";"2008";"emotionele_eenzaamheid_agm";"28,6";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 10 / 65-74 jaar";"2008";"emotionele_eenzaamheid_agm";"29";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 10 / 75 jaar of ouder";"2008";"emotionele_eenzaamheid_agm";"40,4";"Percentage inwoners van 19 jaar en ouder dat emotioneel eenzaam is";
"Zoomlevel 0 / Centrum";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 0 / West";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 0 / Nieuw-West";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 0 / Zuid";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 0 / Oost";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 0 / Noord";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 0 / Zuidoost";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 0 / Totaal";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 1 Centrum-West";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 2 Centrum-Oost";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 3 Westerpark";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 4 Bos en Lommer";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 5 Oud-West/De Baarsjes";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 6 Geuzenveld/Slotermeer";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 7 Osdorp";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 8 De Aker/Nieuw Sloten";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 9 Slotervaart";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 10 Oud-Zuid";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 11 Buitenveldert/Zuidas";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 12 De Pijp/Rivierenbuurt";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 13 Oud-oost";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 14 Indische buurt/Oostelijk havengebied";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 15 Watergraafsmeer";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 16 IJburg/Zeeburgereiland";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 17 Noord-West";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 18 Oud-Noord";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 19 Noord-Oost";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 20 Bijlmer-Centrum";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 21 Bijlmer-Oost";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 1 / 22 Gaasperdam/Driemond";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 3 / Mannen";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 3 / Vrouwen";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 5 / Laag (lager onderwijs)";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 5 / Midden 1 (mavo/vmbo/mbo1)";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 5 / Midden 2 (havo/vwo/mbo2-4)";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 5 / Hoog (hbo/wo)";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 8 / 19-64 jaar";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 8 / 65 jaar of ouder";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 9 / 19-34 jaar";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 9 / 35-64 jaar";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 9 / 65 jaar of ouder";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 10 / 19-34 jaar";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 10 / 35-49 jaar";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 10 / 50-64 jaar";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 10 / 65-74 jaar";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 10 / 75 jaar of ouder";"2008";"mantelzorg_verlenen__agm";"-";"Percentage inwoners van 19 jaar en ouder dat mantelzorg verleent (3 maanden of langer en/of minimaal 8 uur per week)";
"Zoomlevel 0 / Centrum";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 0 / West";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 0 / Nieuw-West";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 0 / Zuid";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 0 / Oost";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 0 / Noord";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 0 / Zuidoost";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 0 / Totaal";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 1 / 1 Centrum-West";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 1 / 2 Centrum-Oost";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 1 / 3 Westerpark";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 1 / 4 Bos en Lommer";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 1 / 5 Oud-West/De Baarsjes";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 1 / 6 Geuzenveld/Slotermeer";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 1 / 7 Osdorp";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 1 / 8 De Aker/Nieuw Sloten";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 1 / 9 Slotervaart";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 1 / 10 Oud-Zuid";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 1 / 11 Buitenveldert/Zuidas";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 1 / 12 De Pijp/Rivierenbuurt";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 1 / 13 Oud-oost";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
